Detailed Story ID,Epic,Capability,Feature Group,Story Type,Source Control Row,Original Release,Proposed Wave,Priority,Baseline Evidence Status,Reconciled Evidence Status,Reconciliation Confidence,Reconciliation Basis,User Story,Acceptance Criteria Summary,Remaining Scope Context,Legal/Domain Revalidation,Dependency Epics
PLN-E08-011,E08,Payroll Operations,Collect payroll-ready attendance and leave summaries,Business / Workflow,E08-01,R2,P6,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Time and Leave Operations, I need to collect payroll-ready attendance and leave summaries, so that the payroll capability operates with controlled, reproducible and auditable outcomes.",Approved summaries retain source approval and exceptions; payroll does not infer pay treatment from raw punches or leave names. Source-derived checks: Payroll should consume approved payroll-ready time summaries rather than raw punches by default.,"Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-012,E08,Payroll Operations,"Collect compensation, joiner, exit and variable inputs",Business / Workflow,E08-01,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Specialist, I need to collect compensation, joiner, exit and variable inputs, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Approved changes are classified current, future or retro; joiners and leavers receive an explicit current/off-cycle/defer/hold route. Source-derived checks: Before payroll cut-off, the system must identify:","Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-013,E08,Payroll Operations,Control high-risk manual inputs,Business / Workflow,E08-01,R2,P6,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Specialist, I need to control high-risk manual inputs, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Manual entries require reason, evidence, maker-checker and elevated approval for net, tax, statutory, bank or large-value changes. Source-derived checks: Manual entry should require: / Manual inputs should be visibly marked in:","Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-014,E08,Payroll Operations,Route late inputs by downstream state and risk,Business / Workflow,E08-01,R2,P6,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Lead, I need to route late inputs by downstream state and risk, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","The engine recommends current, recalculate, off-cycle, next-period, retro or reject routing; an authorised user records the final decision. Source-derived checks: Every input type needs a late-input routing policy.","Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-015,E08,Payroll Operations,Resolve and freeze the payroll population,Business / Workflow,E08-01,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Lead, I need to resolve and freeze the payroll population, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Expected population reconciles from prior period, joiners, transfers and exits; inclusion/exclusion reasons are versioned before freeze. Source-derived checks: The payroll population should be derived using: / Population inclusion and exclusion must have reason codes. / Prevent unexplained missing employees.","Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-016,E08,Payroll Operations,Seal immutable input snapshots,Business / Workflow,E08-01,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Lead, I need to seal immutable input snapshots, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Critical sources, population and approvals are complete; the sealed snapshot receives a content hash and cannot be edited. Source-derived checks: Required source reconciliations pass. / The resulting input-snapshot hash must be stored with every payroll calculation. / Every correction must preserve earlier versions and trial-result relationships.","Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-017,E08,Payroll Operations,Run replaceable trial payroll and incremental recalculation,Business / Workflow,E08-01,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Lead, I need to run replaceable trial payroll and incremental recalculation, so that the payroll capability operates with controlled, reproducible and auditable outcomes.",Trials are numbered and replaceable; official balances are unaffected; limited corrections recalculate only impacted employees/dependencies. Source-derived checks: Update trial balances only. / Retain prior trial results. / Prevent trial results from reaching payment.,"Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-018,E08,Payroll Operations,"Manage exceptions, variance and reconciliation",Business / Workflow,E08-01,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Lead, I need to manage exceptions, variance and reconciliation, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Exceptions have severity, owner, due date and blocking scope; variances and control totals reconcile before approval. Source-derived checks: Every exception should have:","Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-019,E08,Payroll Operations,"Review, approve, lock and release payroll",Business / Workflow,E08-01,R2,P6,Must,NOT EVIDENCED,NOT EVIDENCED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Approver, I need to review, approve, lock and release payroll, so that the payroll capability operates with controlled, reproducible and auditable outcomes.",Independent approval follows reconciliations; locked snapshots/results cannot change; release to payment is distinct from payment execution. Source-derived checks: Produce a payroll review pack. / Execute multi-level review. / Approve a specific result version.,"Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-020,E08,Payroll Operations,Reopen payroll through controlled supersession,Business / Workflow,E08-01,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Manager, I need to reopen payroll through controlled supersession, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Reopening requires reason and approval, supersedes prior snapshots/results and triggers renewed reconciliation and approval. Source-derived checks: A payroll cycle may need reopening because of: / Statutory calculation defect / Approved emergency change","Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E08-021,E08,Payroll Operations,Provide payroll operations dashboards and workbench,Business / Workflow,E08-01,R2,P6,Must,PARTIALLY EVIDENCED,PARTIALLY IMPLEMENTED,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Operations Lead, I need to provide payroll operations dashboards and workbench, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","The workspace shows timeline risk, source completeness, population, calculation progress, exceptions, variance, approval and release state. Source-derived checks: The dashboard should show:","Input-source catalogue, delivery windows, cut-offs, source-owner certification, trial payroll replacement, full approval/lock/release workflow, checklists, resumable partitions and operational reconciliations are incomplete.",NO SPECIAL FLAG BEYOND NORMAL DESIGN REVIEW,"E01,E02,E05,E06"
PLN-E09-001,E09,India Statutory Rules,Establish the India rule-pack hierarchy and precedence,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Compliance Architect, I need to establish the India rule-pack hierarchy and precedence, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Country, central labour, central tax, state, establishment and employee rule layers resolve through explicit precedence and retain the winning rule version. Source-derived checks: ├── Central Labour Rule Pack / ├── Central Tax Rule Pack / │ └── Tax forms and remittance","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-002,E09,India Statutory Rules,Maintain effective-dated statutory rule versions,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Compliance Administrator, I need to maintain effective-dated statutory rule versions, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Publication, legal effect, operational start, retrospective date, transition and grandfathering are distinct; overlapping approved versions are blocked. Source-derived checks: Every statutory object must support: / The system must identify affected historical payroll periods and create a retro-impact record.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-003,E09,India Statutory Rules,Register statutory obligations and legal owners,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Compliance Administrator, I need to register statutory obligations and legal owners, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Each obligation identifies legal entity, PSU, establishment, registration, jurisdiction, due-date rule and responsible team. Source-derived checks: Each payroll statutory unit and establishment must have an obligation registry.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-004,E09,India Statutory Rules,Model distinct statutory wage bases,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Rule Administrator, I need to model distinct statutory wage bases, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Code wages, minimum wage, overtime, PF/EPS/EDLI, ESI, gratuity, bonus, PT/LWF, NPS and tax bases remain separate. Source-derived checks: The system must not use one universal value called statutory_wage. / Separate named bases are required: / Even when two bases produce the same value, they must remain separate because their legal definitions can diverge later.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-005,E09,India Statutory Rules,Calculate labour-code wage inclusion and add-back,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Rule Administrator, I need to calculate labour-code wage inclusion and add-back, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Component classification, remuneration, permitted exclusion and add-back use the effective rule; every result cites the legal source. Source-derived checks: The statutory wage engine must classify every compensation component into: / + other remuneration required by rule version / The current central framework uses 50% as the relevant exclusion limitation. This percentage must nevertheless remain an effective-dated parameter.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-006,E09,India Statutory Rules,Enforce wage-payment timelines and deduction limits,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Compliance Specialist, I need to enforce wage-payment timelines and deduction limits, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Period-specific payment deadlines and authorised-deduction capacity are calculated, monitored and escalated using the applicable rule. Source-derived checks: The payroll calendar must support: / The compliance-calendar engine must: / Adjust only where legally permitted","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-007,E09,India Statutory Rules,Calculate overtime under effective jurisdiction rules,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Rule Administrator, I need to calculate overtime under effective jurisdiction rules, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Daily/weekly thresholds, normal-rate wage, multiplier, maximum hours and approval are effective-dated and prevent double counting. Source-derived checks: The overtime module must support: / The divisor, normal-rate base, daily threshold, weekly threshold and multiplier must be effective-dated.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-008,E09,India Statutory Rules,Resolve and validate minimum wages,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Compliance Specialist, I need to resolve and validate minimum wages, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Jurisdiction, industry, occupation, skill, worker category and effective date select the rate; shortfall is separate and traceable. Source-derived checks: Minimum wages must be configured by the appropriate government and work jurisdiction. / Required dimensions include: / The Code on Wages provides for government-fixed minimum wages and a central floor wage framework; a state minimum wage already above the applicable floor must not be reduced merely because of the floor wage.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-009,E09,India Statutory Rules,Calculate EPF employee and employer liabilities,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Specialist, I need to calculate EPF employee and employer liabilities, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Employee EPF, employer EPF, EPS, EDLI and charges are separate results using establishment and employee membership profiles. Source-derived checks: EPF processing must treat the following as separate liabilities: / Separate handling for international workers and approved higher-wage cases / Every value must be stored in rate tables, not application code.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-010,E09,India Statutory Rules,"Handle VPF, EPS exceptions and higher-wage cases",Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Specialist, I need to handle VPF, EPS exceptions and higher-wage cases, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","VPF is separately elected; EPS eligibility, higher-wage and exempted/international-worker cases use explicit approved profiles. Source-derived checks: The VPF module must support: / VPF must remain a separate result component and should not modify the statutory employee EPF result.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-011,E09,India Statutory Rules,Generate and reconcile EPFO outputs and corrections,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Operations, I need to generate and reconcile EPFO outputs and corrections, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Member-level results reconcile to submission, payment, acknowledgement and correction routes without collapsing return types. Source-derived checks: Required outputs include: / The output adapter must preserve the PF registration and wage month associated with each employee result. / Standard contribution class","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-012,E09,India Statutory Rules,Determine ESI coverage and contributions,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Specialist, I need to determine ESI coverage and contributions, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Coverage, continuity, contribution wage, employee/employer rates, registration and contribution period are separately resolved. Source-derived checks: ESI requires separate treatment for: / Person-with-disability threshold / Continuing contribution-period coverage","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-013,E09,India Statutory Rules,Configure state-specific professional tax,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll State Compliance Specialist, I need to configure state-specific professional tax, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","State-specific slabs, exemptions, frequency, special months, annual cap, jurisdiction resolution and returns are effective-dated. Source-derived checks: Professional tax must be implemented as independent state rule packs. / No national PT table should be created. / Employer-borne perquisite tax","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-014,E09,India Statutory Rules,Configure state-specific labour welfare fund,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll State Compliance Specialist, I need to configure state-specific labour welfare fund, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Applicability, employee/employer amount, contribution month, exemptions, registration and due date are state-rule-pack driven. Source-derived checks: LWF must also be implemented as state-specific rule packs. / Required configuration includes: / Separate components are required:","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-015,E09,India Statutory Rules,Calculate corporate NPS contributions,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Specialist, I need to calculate corporate NPS contributions, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","PRAN, corporate association, employee/employer elections, bases and transaction references remain separate and reconciled. Source-derived checks: NPS payroll must support: / Employer-only contribution / Employee-only contribution","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-016,E09,India Statutory Rules,Calculate and settle gratuity,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Specialist, I need to calculate and settle gratuity, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Eligibility, continuous service, wage base, service rounding, ceiling and event treatment use the applicable rule version. Source-derived checks: The gratuity rule pack must support: / Support fixed-term and exceptional events. / Separate provision from settlement.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-017,E09,India Statutory Rules,Calculate statutory bonus,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Specialist, I need to calculate statutory bonus, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Eligibility, accounting year, wage limits, minimum/maximum rate, allocable surplus and set-on/set-off are separately evidenced. Source-derived checks: Statutory bonus must remain separate from: / Support set-on and set-off.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-018,E09,India Statutory Rules,Project annual salary tax and periodic TDS,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Tax Specialist, I need to project annual salary tax and periodic TDS, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Tax-year rule pack, regime, projected salary, exemptions, deductions, relief, prior TDS and current allocation are traceable. Source-derived checks: The salary-tax engine must be versioned by: / Employer-borne perquisite tax","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-019,E09,India Statutory Rules,Value perquisites and employer-paid tax,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Tax Specialist, I need to value perquisites and employer-paid tax, so that the payroll capability operates with controlled, reproducible and auditable outcomes.",Cash and non-cash items apply effective valuation and gross-up/tax treatment without conflating payment and taxability. Source-derived checks: The product must support:,"PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-020,E09,India Statutory Rules,Process previous-employer income and evidence,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Tax Specialist, I need to process previous-employer income and evidence, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Prior salary/TDS, employee declarations, proofs and approval state affect projection only through approved tax-year records. Source-derived checks: The current employer tax profile must accept:","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-021,E09,India Statutory Rules,"Generate tax forms, remittance and reconciliation",Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Tax Operations, I need to generate tax forms, remittance and reconciliation, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Form/version, remittance deadline, employee certificate and authority submission reconcile to tax results and acknowledgements. Source-derived checks: Required configurable outputs include: / Employer-borne perquisite tax","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-022,E09,India Statutory Rules,"Generate statutory obligations, outputs and acknowledgements",Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Operations, I need to generate statutory obligations, outputs and acknowledgements, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Liabilities group by registration and period; submissions are versioned, idempotent and linked to authority acknowledgements. Source-derived checks: Each scheme adapter must remain separate.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
PLN-E09-023,E09,India Statutory Rules,Route statutory corrections without rewriting history,Business / Workflow,E09-01,R2,P7,Must,LEGAL/DOMAIN REVALIDATION,LEGAL/DOMAIN REVALIDATION,BASELINE RETAINED,No post-baseline story-level evidence change identified.,"As a Payroll Statutory Operations, I need to route statutory corrections without rewriting history, so that the payroll capability operates with controlled, reproducible and auditable outcomes.","Correction type, original submission, replacement values, interest/penalty impact and authority state are retained. Source-derived checks: Corrections must support: / Corrections must create movements rather than editing the original liability.","PF, EPS, EDLI, ESI, PT, LWF, NPS, gratuity, bonus, salary TDS, minimum wage, overtime, deduction limits, legal forms, filing and settlement are explicitly not implemented.",MANDATORY LEGAL/DOMAIN REVALIDATION BEFORE IMPLEMENTATION,"E01,E03,E05,E06,E08"
