Detailed Story ID,Epic,Capability,Story Type,Reconciled Evidence Status,UI Applicability,Required UI Surface,UI Delivery Status,Browser E2E Status,UI Evidence / Closure Note
PLN-E08-001,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-002,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-003,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-004,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-005,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-006,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-007,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-008,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-009,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-010,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-011,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-012,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-013,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-014,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-015,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-016,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-017,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-018,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-019,E08,Payroll Operations,Business / Workflow,NOT EVIDENCED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-020,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E08-021,E08,Payroll Operations,Business / Workflow,PARTIALLY IMPLEMENTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-001,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-002,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-003,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-004,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-005,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-006,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-007,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-008,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-009,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-010,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-011,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-012,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-013,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-014,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-015,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-016,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-017,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-018,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-019,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-020,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-021,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-022,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-023,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-024,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E09-025,E09,India Statutory Rules,Business / Workflow,LEGAL/DOMAIN REVALIDATION,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-001,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-002,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-003,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-004,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-005,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-006,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-007,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-008,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-009,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-010,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-011,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-012,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-013,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-014,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-015,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-016,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-017,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-018,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-019,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-020,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-021,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-022,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-023,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-024,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-025,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E10-026,E10,Off-cycle & Final Settlement,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-001,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-002,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-003,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-004,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-005,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-006,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-007,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-008,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-009,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-010,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-011,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-012,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-013,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-014,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-015,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-016,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-017,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-018,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-019,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-020,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E11-021,E11,Payments,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-001,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-002,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-003,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-004,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
PLN-E12-005,E12,Accounting,Business / Workflow,NOT STARTED,REQUIRED_PRODUCT_UI,React product workflow / workbench,TO_BE_EVIDENCED_WITH_STORY,NOT_COMPLETE,UI applicability classified now; exact UI evidence must be declared during capability activation and proven before IMPLEMENTED.
